,Position,Entry Time,Entry Price,Exit Time,Exit Price,PnL
24,1.0,2023-12-13 12:00:00-05:00,186.695,2023-12-13 13:50:00-05:00,186.02,-0.674999999999983
25,1.0,2023-12-13 14:25:00-05:00,189.77,2023-12-13 14:55:00-05:00,192.27,2.5
26,1.0,2023-12-13 15:05:00-05:00,192.53,2023-12-14 09:30:00-05:00,199.35,6.819999999999993
27,1.0,2023-12-14 09:45:00-05:00,198.86,2023-12-15 14:45:00-05:00,196.67,-2.190000000000026
28,1.0,2023-12-15 15:50:00-05:00,197.5,2023-12-15 15:55:00-05:00,196.97,-0.5300000000000011
29,1.0,2023-12-18 09:35:00-05:00,197.95,2023-12-18 15:10:00-05:00,197.55,-0.39999999999997726
30,1.0,2023-12-19 09:35:00-05:00,199.44,2023-12-19 09:40:00-05:00,200.3,0.8600000000000136
31,1.0,2023-12-19 09:55:00-05:00,200.65,2023-12-19 14:05:00-05:00,200.515,-0.13500000000001933
32,1.0,2023-12-20 09:30:00-05:00,199.55,2023-12-20 14:35:00-05:00,200.35,0.799999999999983
33,1.0,2023-12-20 15:00:00-05:00,197.9429,2023-12-21 09:30:00-05:00,199.4,1.457099999999997
34,1.0,2023-12-21 09:35:00-05:00,199.27,2023-12-21 09:45:00-05:00,199.04,-0.2300000000000182
35,1.0,2023-12-21 09:55:00-05:00,198.55,2023-12-21 14:45:00-05:00,198.5401,-0.009900000000016007
36,1.0,2023-12-21 15:30:00-05:00,199.205,2023-12-22 09:35:00-05:00,202.3,3.094999999999999
37,1.0,2023-12-22 09:55:00-05:00,202.11,2023-12-22 14:20:00-05:00,200.81,-1.3000000000000114
38,1.0,2023-12-26 09:30:00-05:00,202.428,2023-12-26 13:50:00-05:00,203.83,1.4020000000000152
39,1.0,2023-12-27 12:30:00-05:00,204.61,2023-12-27 14:00:00-05:00,203.9,-0.710000000000008
40,1.0,2023-12-28 09:35:00-05:00,204.49,2023-12-28 14:00:00-05:00,203.735,-0.7549999999999955
41,1.0,2023-12-29 12:30:00-05:00,201.18,2023-12-29 12:35:00-05:00,201.33,0.15000000000000568
42,1.0,2023-12-29 12:40:00-05:00,201.33,2023-12-29 14:35:00-05:00,201.665,0.33499999999997954
43,1.0,2024-01-02 09:55:00-05:00,201.1,2024-01-02 14:50:00-05:00,199.025,-2.0749999999999886
44,1.0,2024-01-02 14:55:00-05:00,198.86,2024-01-02 15:00:00-05:00,198.7,-0.160000000000025
45,1.0,2024-01-02 15:20:00-05:00,198.88,2024-01-02 15:50:00-05:00,199.17,0.28999999999999204
46,1.0,2024-01-03 09:30:00-05:00,196.36,2024-01-04 15:30:00-05:00,194.39,-1.9700000000000273
47,1.0,2024-01-05 10:00:00-05:00,194.88,2024-01-08 14:35:00-05:00,196.48,1.5999999999999943
48,1.0,2024-01-09 09:30:00-05:00,194.07,2024-01-09 13:50:00-05:00,195.57,1.5
49,1.0,2024-01-09 15:45:00-05:00,194.79,2024-01-09 15:50:00-05:00,195.04,0.25
50,1.0,2024-01-09 15:55:00-05:00,194.97,2024-01-10 09:35:00-05:00,194.98,0.009999999999990905
51,1.0,2024-01-10 10:00:00-05:00,193.2597,2024-01-10 14:10:00-05:00,194.97,1.7102999999999895
52,1.0,2024-01-10 15:10:00-05:00,195.24,2024-01-10 15:20:00-05:00,194.36,-0.8799999999999955
